240 240 14 14 14
    1.0000    1.0000    2.4872    2.6004   13.7085
    2.0000    1.0000    2.1262    2.9363    0.8210
    3.0000    1.0000    1.6555    3.1104   12.5806
    4.0000    1.0000    0.4826    3.8949   12.8389
    5.0000    1.0000    2.4729    0.8952   12.0497
    6.0000    1.0000    2.1465   13.8205   11.7366
    7.0000    1.0000    2.9924    1.2445   13.3914
    8.0000    1.0000    3.1878    0.2537    0.1103
    9.0000    1.0000    1.6998    2.0397   11.5041
   10.0000    1.0000    0.5124    1.7802   10.7253
   11.0000    1.0000    0.8610    3.6659    1.0982
   12.0000    1.0000    0.0388    4.1754   14.3018
   13.0000    1.0000    0.2216    3.1045    2.3185
   14.0000    1.0000   13.0698    3.0148    2.4535
   15.0000    1.0000    2.3246    1.8885    1.9120
   16.0000    1.0000    2.8533    0.5591    1.5521
   17.0000    1.0000    1.0591    1.9842    2.7598
   18.0000    1.0000    0.4522    0.7767    3.2823
   19.0000    1.0000   12.8641    4.0104    0.0783
   20.0000    1.0000   12.2219    3.4609    1.2686
   21.0000    1.0000   12.3550    3.6447   13.0377
   22.0000    1.0000   11.2526    2.7150   12.9115
   23.0000    1.0000   13.5206    3.5941   12.0739
   24.0000    1.0000   13.5429    2.5616   11.0368
   25.0000    1.0000   11.0234    2.5701    1.1540
   26.0000    1.0000   10.5368    2.2048   14.1171
   27.0000    1.0000   11.2291    1.4921    2.1737
   28.0000    1.0000   10.9613    0.1344    1.8297
   29.0000    1.0000   12.4384    1.8063    3.0287
   30.0000    1.0000   13.2783    0.6712    3.4615
   31.0000    1.0000   10.2029    0.7529   13.7914
   32.0000    1.0000   10.4223   14.0644    0.4956
   33.0000    1.0000   10.5284    0.4374   12.3514
   34.0000    1.0000   11.0000   13.4309   12.0018
   35.0000    1.0000   11.2657    1.6471   11.8117
   36.0000    1.0000   12.4070    1.5328   10.9242
   37.0000    1.0000   10.8794   12.6851    0.1790
   38.0000    1.0000   11.2698   12.4082   13.1366
   39.0000    1.0000   11.7051   12.1569    1.3220
   40.0000    1.0000   12.9347   11.4136    1.0531
   41.0000    1.0000   11.7113   13.3012    2.3640
   42.0000    1.0000   12.8846   13.5418    3.1753
   43.0000    1.0000   12.5726   11.7750   12.8573
   44.0000    1.0000   13.3458   11.2427   13.9176
   45.0000    1.0000   13.1544   12.2883   11.6426
   46.0000    1.0000    0.2725   12.3194   11.4930
   47.0000    1.0000   12.3165   13.3504   11.1016
   48.0000    1.0000   12.9220    0.2458   10.5760
   49.0000    1.0000    0.5119   11.3024   13.8208
   50.0000    1.0000    1.1507   11.7940   12.6104
   51.0000    1.0000    1.0875   11.6258    0.8728
   52.0000    1.0000    2.1761   12.6128    0.9821
   53.0000    1.0000   14.1930   11.7600    1.8216
   54.0000    1.0000   14.1712   12.7629    2.8481
   55.0000    1.0000    2.3300   12.7669   12.7394
   56.0000    1.0000    2.8239   13.1316   14.0876
   57.0000    1.0000    0.9175   13.5322   10.9007
   58.0000    1.0000    0.0806    0.3279   10.4722
   59.0000    1.0000    2.1339   13.6196    2.0337
   60.0000    1.0000    0.9802   13.7271    2.8933
   61.0000    1.0000    8.3186   10.5804   12.7948
   62.0000    1.0000    7.6390   11.0275   13.9876
   63.0000    1.0000    7.5304   10.1957   11.5669
   64.0000    1.0000    6.0443   10.3438   11.5848
   65.0000    1.0000    9.3793    8.6119   11.8340
   66.0000    1.0000    9.8159    7.2389   12.0500
   67.0000    1.0000    9.4845    9.6441   12.9225
   68.0000    1.0000    9.9716    9.2749   14.2446
   69.0000    1.0000    8.1419    8.9415   11.0749
   70.0000    1.0000    7.3384    7.8409   10.5620
   71.0000    1.0000    6.1653   11.1030   -0.2337
   72.0000    1.0000    5.3444   10.8092   12.8452
   73.0000    1.0000    5.7404   10.7992    1.1296
   74.0000    1.0000    4.5413   10.0542    1.2861
   75.0000    1.0000    8.1360   10.7358    1.0682
   76.0000    1.0000    9.2730    9.7983    1.1732
   77.0000    1.0000    6.9560   10.6183    2.0139
   78.0000    1.0000    6.9331    9.4784    2.9407
   79.0000    1.0000    4.1052   10.0332   13.0812
   80.0000    1.0000    3.7477    9.6011    0.1256
   81.0000    1.0000    4.0452    8.9864   11.9962
   82.0000    1.0000    3.5233    7.6191   12.2911
   83.0000    1.0000    5.2501    9.1295   11.1551
   84.0000    1.0000    5.8741    7.9368   10.6047
   85.0000    1.0000    3.1868    8.2628    0.4043
   86.0000    1.0000    3.0873    7.2739   13.6796
   87.0000    1.0000    3.6890    7.8911    1.7909
   88.0000    1.0000    4.0916    6.5047    2.0175
   89.0000    1.0000    4.4712    9.0153    2.3513
   90.0000    1.0000    5.6422    8.6777    3.1724
   91.0000    1.0000    3.5227    5.8687   13.9438
   92.0000    1.0000    3.9992    5.5359    0.9564
   93.0000    1.0000    4.1537    5.2922   12.7052
   94.0000    1.0000    5.3099    4.4537   12.8758
   95.0000    1.0000    4.2056    6.4172   11.7308
   96.0000    1.0000    5.3677    6.5802   10.9017
   97.0000    1.0000    5.1048    4.5536    1.1187
   98.0000    1.0000    5.7991    4.1210   14.2277
   99.0000    1.0000    5.9289    4.8745    2.3653
  100.0000    1.0000    7.4217    4.7337    2.3443
  101.0000    1.0000    5.2727    6.1487    2.8892
  102.0000    1.0000    6.0909    7.2294    3.4171
  103.0000    1.0000    7.2480    4.0078   14.2227
  104.0000    1.0000    8.0495    4.3241    1.0206
  105.0000    1.0000    7.6779    4.3691   12.8147
  106.0000    1.0000    8.8943    5.0849   12.5973
  107.0000    1.0000    6.4711    4.6197   11.9843
  108.0000    1.0000    6.5095    5.6044   10.9401
  109.0000    1.0000    9.2543    5.1748    0.7951
  110.0000    1.0000    9.6794    5.5139   13.7386
  111.0000    1.0000    9.4583    6.1194    1.9150
  112.0000    1.0000    9.9063    7.5058    1.6361
  113.0000    1.0000    8.2736    5.9317    2.7990
  114.0000    1.0000    7.5773    7.1471    3.2965
  115.0000    1.0000   10.2607    6.8598   13.4335
  116.0000    1.0000   10.3649    7.8425   14.5003
  117.0000    1.0000    8.9398    6.1090   11.4944
  118.0000    1.0000    7.7516    6.4105   10.7155
  119.0000    1.0000    9.2304    8.7004    2.1585
  120.0000    1.0000    8.0727    8.5146    2.9657
  121.0000    1.0000    9.9664    2.2374    6.8461
  122.0000    1.0000    9.4526    2.6449    8.1838
  123.0000    1.0000    9.2302    2.6555    5.6245
