# Time-averaged data for fix kemolSink
# TimeStep Number-of-rows
# Row c_keSink2
423000 4
1 2.14579
2 1.86228
3 1.93721
4 1.91895
424000 4
1 2.37015
2 1.71946
3 1.98536
4 1.80647
425000 4
1 2.23689
2 1.84406
3 1.97564
4 1.80848
426000 4
1 2.26738
2 1.66738
3 2.12107
4 1.78119
427000 4
1 2.37057
2 1.69983
3 2.10405
4 1.70902
428000 4
1 2.30292
2 1.68061
3 2.18944
4 1.67362
429000 4
1 2.39193
2 1.84647
3 2.04311
4 1.58949
430000 4
1 2.36081
2 1.60059
3 2.14009
4 1.70566
431000 4
1 2.37986
2 1.76363
3 1.99309
4 1.67226
432000 4
1 2.33833
2 1.66762
3 2.04035
4 1.71674
433000 4
1 2.32239
2 1.6601
3 2.13949
4 1.58968
434000 4
1 2.19982
2 1.80636
3 2.12545
4 1.59012
435000 4
1 2.21808
2 1.6202
3 2.2011
4 1.6743
436000 4
1 2.32878
2 1.66867
3 2.04766
4 1.71402
437000 4
1 2.39441
2 1.57983
3 2.09945
4 1.68127
438000 4
1 2.15028
2 1.66955
3 2.21845
4 1.72603
439000 4
1 2.34965
2 1.61636
3 2.03443
4 1.81545
440000 4
1 2.13969
2 1.64326
3 2.30637
4 1.75334
441000 4
1 2.31218
2 1.75337
3 2.12392
4 1.48221
442000 4
1 2.12828
2 1.73351
3 2.18722
4 1.63596
443000 4
1 2.19754
2 1.81982
3 2.08487
4 1.67021
444000 4
1 2.17147
2 1.63658
3 2.20312
4 1.76371
445000 4
1 2.11544
2 1.75388
3 1.99819
4 1.78368
446000 4
1 2.1498
2 1.6903
3 2.17993
4 1.73469
447000 4
1 2.19979
2 1.63289
3 2.0535
4 1.88849
448000 4
1 2.0641
2 1.69063
3 2.05041
4 1.84522
449000 4
1 2.08172
2 1.71482
3 1.96906
4 1.99688
450000 4
1 2.10862
2 1.69961
3 1.97826
4 1.96389
451000 4
1 2.01706
2 1.80441
3 1.9536
4 2.01873
452000 4
1 1.98741
2 1.70449
3 1.94191
4 1.9945
453000 4
1 1.94426
2 1.7534
3 2.01921
4 1.9628
454000 4
1 1.91354
2 1.73713
3 2.08912
4 1.92284
455000 4
1 1.94256
2 1.73887
3 2.0647
4 1.93491
456000 4
1 1.87921
2 1.80832
3 2.08159
4 1.92807
457000 4
1 1.85438
2 1.71171
3 2.09166
4 2.12536
458000 4
1 1.88277
2 1.72426
3 2.06905
4 2.05798
459000 4
1 1.85514
2 1.76323
3 2.04176
4 2.117
460000 4
1 1.92504
2 1.8379
3 2.01239
4 1.95907
461000 4
1 1.96377
2 1.81043
3 1.9769
4 1.94314
462000 4
1 1.9508
2 1.86803
3 2.0281
4 1.8152
463000 4
1 1.99698
2 1.85323
3 2.15091
4 1.75017
464000 4
1 2.08346
2 1.82702
3 2.15128
4 1.67608
465000 4
1 2.01504
2 1.8578
3 2.15237
4 1.65229
466000 4
1 1.97727
2 2.04902
3 2.09685
4 1.64308
467000 4
1 2.01171
2 1.75151
3 2.11653
4 1.88265
468000 4
1 1.89337
2 2.01382
3 2.02544
4 1.81144
469000 4
1 1.91097
2 1.92656
3 1.96243
4 1.87709
470000 4
1 1.89942
2 2.02185
3 1.8308
4 2.00115
471000 4
1 1.91002
2 1.78689
3 1.97203
4 1.96597
472000 4
1 1.97734
2 1.65812
3 2.03709
4 1.9662
473000 4
1 1.95492
2 1.75184
3 1.97288
4 2.00338
474000 4
1 2.03996
2 1.66078
3 2.07131
4 1.93554
475000 4
1 1.93339
2 1.76667
3 2.00252
4 1.97627
476000 4
1 2.06321
2 1.8144
3 1.93221
4 1.91523
477000 4
1 2.09225
2 1.76739
3 1.87198
4 1.98812
478000 4
1 2.08833
2 1.84697
3 1.89021
4 1.93846
479000 4
1 2.09832
2 1.8366
3 1.84971
4 1.93062
480000 4
1 2.11329
2 1.73483
3 1.95738
4 1.88858
481000 4
1 2.0691
2 1.73888
3 1.99638
4 1.81
482000 4
1 1.9587
2 1.79944
3 2.03009
4 1.9553
483000 4
1 2.07301
2 1.84006
3 1.90746
4 1.71436
484000 4
1 2.17126
2 1.90159
3 1.96848
4 1.72512
485000 4
1 2.2135
2 1.97511
3 1.8681
4 1.64849
486000 4
1 2.20372
2 1.9492
3 1.86368
4 1.8161
487000 4
1 2.28121
2 1.90943
3 1.81167
4 1.74714
488000 4
1 2.32337
2 1.87824
3 1.76132
4 1.78411
489000 4
1 2.25969
2 1.98964
3 1.80633
4 1.76763
490000 4
1 2.33837
2 1.68269
3 1.87289
4 1.90456
491000 4
1 2.2809
2 1.60126
3 2.01094
4 1.84249
492000 4
1 2.27027
2 1.59784
3 2.16737
4 1.80457
493000 4
1 2.32524
2 1.63443
3 1.99164
4 1.87844
494000 4
1 2.12929
2 1.83032
3 2.08049
4 1.79288
495000 4
1 2.20005
2 1.7799
3 1.98032
4 1.78246
496000 4
1 2.16369
2 1.78247
3 2.03104
4 1.78464
497000 4
1 2.15601
2 1.87502
3 1.95447
4 1.79174
498000 4
1 2.19083
2 1.69405
3 1.97849
4 1.8728
499000 4
1 2.22097
2 1.79276
3 1.81799
4 1.90316
500000 4
1 2.35566
2 1.68879
3 2.11292
4 1.64
501000 4
1 2.0721
2 1.81292
3 2.15792
4 1.67907
502000 4
1 2.21154
2 1.67729
3 2.2169
4 1.63627
503000 4
1 2.13737
2 1.56762
3 2.1721
4 1.73296
504000 4
1 2.12014
2 1.63827
3 2.21209
4 1.72329
505000 4
1 2.16188
2 1.69581
3 2.00664
4 1.81573
506000 4
1 2.10889
2 1.63759
3 2.19981
4 1.862
507000 4
1 2.09152
2 1.67497
3 2.07758
4 1.9064
508000 4
1 2.01659
2 1.80009
3 2.11127
4 1.85889
509000 4
1 2.0687
2 1.67389
3 2.22782
4 1.89284
510000 4
1 2.01272
2 1.7494
3 2.21841
4 1.81989
511000 4
1 2.11285
2 1.58651
3 2.18101
4 1.86409
512000 4
1 2.13388
2 1.661
3 2.20577
4 1.75544
513000 4
1 2.15542
2 1.63279
3 2.14981
4 1.80264
514000 4
1 2.00415
2 1.72309
3 2.20471
4 1.85177
515000 4
1 2.02142
2 1.82973
3 2.23764
4 1.78153
516000 4
1 2.04377
2 1.73611
3 2.16422
4 1.8579
517000 4
1 2.1136
2 1.78975
3 2.09267
4 1.82922
518000 4
1 2.1442
2 1.68806
3 2.12974
4 1.80027
519000 4
1 2.12853
2 1.71405
3 2.17821
4 1.82846
520000 4
1 2.09632
2 1.82745
3 2.08607
4 1.77663
521000 4
1 2.03063
2 1.99873
3 2.10353
4 1.64216
522000 4
1 2.1729
2 1.98523
3 1.98089
4 1.73322
523000 4
1 2.10529
2 2.04147
3 1.94582
4 1.78009
524000 4
1 2.19537
2 2.00708
3 1.77217
4 1.69911
525000 4
1 2.11569
2 2.01362
3 1.81201
4 1.87492
526000 4
1 2.09015
2 1.97839
3 1.83075
4 1.82289
527000 4
1 2.30777
2 1.95708
3 1.84438
4 1.76804
528000 4
1 2.14978
2 1.87894
3 2.07463
4 1.73949
529000 4
1 2.19871
2 1.8358
3 1.97275
4 1.76609
530000 4
1 2.07312
2 1.76291
3 1.98664
4 1.89639
531000 4
1 2.2517
2 1.76845
3 1.94072
4 1.84192
532000 4
1 2.10677
2 1.74234
3 1.99419
4 1.96862
533000 4
1 2.25147
2 1.64587
3 2.08703
4 1.78701
534000 4
1 2.10175
2 1.82683
3 1.96603
4 1.8493
535000 4
1 2.21461
2 1.83787
3 1.76232
4 1.87093
536000 4
1 2.0991
2 1.85193
3 1.78603
4 1.91897
537000 4
1 2.17876
2 1.82314
3 1.72985
4 2.01526
538000 4
1 2.21764
2 1.83537
3 1.79121
4 1.86956
539000 4
1 2.37578
2 1.7395
3 1.81362
4 1.8416
540000 4
1 2.39491
2 1.74495
3 1.76473
4 1.9104
541000 4
1 2.31998
2 1.76504
3 1.71042
4 2.06432
542000 4
1 2.20906
2 1.83434
3 1.74693
4 1.96351
543000 4
1 2.14646
2 1.8084
3 1.78335
4 2.07369
544000 4
1 2.24361
2 1.77098
3 1.83908
4 1.96687
545000 4
1 2.28319
2 1.82451
3 1.83775
4 1.78388
546000 4
1 2.1795
2 1.88201
3 1.87275
4 1.83502
547000 4
1 2.17619
2 1.87386
3 1.91574
4 1.84557
548000 4
1 2.24932
2 1.91301
3 1.94853
4 1.74799
549000 4
1 2.1644
2 1.89885
3 2.04145
4 1.72825
550000 4
1 2.11937
2 1.92737
3 2.08434
4 1.68484
551000 4
1 2.11419
2 1.97957
3 2.07137
4 1.69747
552000 4
1 2.1812
2 1.93106
3 2.00202
4 1.76975
553000 4
1 2.16035
2 1.87486
3 2.00432
4 1.7137
554000 4
1 2.17001
2 1.97473
3 1.91913
4 1.76094
555000 4
1 2.14799
2 1.92827
3 1.89837
4 1.87313
556000 4
1 1.98045
2 1.89812
3 1.93158
4 1.98542
557000 4
1 2.0727
2 1.80845
3 1.92279
4 2.05866
558000 4
1 2.01027
2 1.85833
3 2.0123
4 1.99044
559000 4
1 2.05721
2 1.89623
3 1.9564
4 1.91784
560000 4
1 2.19818
2 1.80959
3 1.93352
4 1.8407
561000 4
1 2.1541
2 1.81577
3 1.97656
4 1.84915
562000 4
1 2.07134
2 1.83598
3 1.99985
4 1.88179
563000 4
1 2.16886
2 1.89488
3 1.97403
4 1.75951
564000 4
1 2.31106
2 2.017
3 1.828
4 1.69744
565000 4
1 2.32477
2 1.93352
3 1.74659
4 1.79715
566000 4
1 2.36743
2 2.0061
3 1.6282
4 1.81982
567000 4
1 2.39655
2 1.96365
3 1.66091
4 1.81497
568000 4
1 2.49157
2 1.86812
3 1.68657
4 1.78859
569000 4
1 2.42626
2 1.93757
3 1.6369
4 1.83622
570000 4
1 2.30575
2 1.88238
3 1.78492
4 1.81336
571000 4
1 2.19236
2 2.02184
3 1.72448
4 1.8479
572000 4
1 2.29858
2 1.93868
3 1.66387
4 1.897
573000 4
1 2.29735
2 1.99226
3 1.68564
4 1.80855
574000 4
1 2.36452
2 2.06932
3 1.70865
4 1.7182
575000 4
1 2.3209
2 2.20615
3 1.61368
4 1.64689
576000 4
1 2.23356
2 2.04081
3 1.82179
4 1.76397
577000 4
1 2.21298
2 1.99914
3 1.8926
4 1.67046
578000 4
1 2.21308
2 1.91269
3 1.94874
4 1.67477
579000 4
1 2.38416
2 1.81579
3 1.93813
4 1.7014
580000 4
1 2.15151
2 1.91441
3 1.85834
4 1.92581
581000 4
1 2.26793
2 1.81117
3 1.83517
4 1.85584
582000 4
1 2.17682
2 1.91289
3 1.80756
4 1.93567
583000 4
1 2.26457
2 1.80252
3 1.85377
4 1.94597
584000 4
1 2.20255
2 1.87726
3 1.77055
4 1.9421
585000 4
1 2.18477
2 1.90004
3 1.88046
4 1.94493
586000 4
1 2.16069
2 1.92324
3 1.88097
4 1.89958
587000 4
1 2.05002
2 1.8532
3 1.93221
4 1.97308
588000 4
1 2.05546
2 1.97524
3 1.89879
4 1.99713
589000 4
1 2.06414
2 1.98107
3 1.96312
4 1.87509
590000 4
1 2.08806
2 1.95656
3 1.95064
4 1.86115
591000 4
1 2.19384
2 1.85644
3 1.9608
4 1.92578
592000 4
1 2.18724
2 1.93073
3 1.90024
4 1.84087
593000 4
1 2.08839
2 1.93193
3 1.82681
4 2.03264
594000 4
1 2.07213
2 2.02239
3 1.88371
4 1.8934
595000 4
1 2.06684
2 2.08924
3 1.78949
4 1.8852
596000 4
1 2.06431
2 2.03867
3 1.85358
4 1.88431
597000 4
1 2.04408
2 2.15144
3 1.79106
4 1.8705
598000 4
1 2.05404
2 2.10353
3 1.81449
4 1.89913
599000 4
1 2.08425
2 2.14505
3 1.7689
4 1.91044
600000 4
1 2.13271
2 2.14021
3 1.87465
4 1.77057
601000 4
1 2.2659
2 2.12181
3 1.7663
4 1.80388
602000 4
1 2.2493
2 2.11236
3 1.67031
4 1.86066
603000 4
1 2.22545
2 2.15382
3 1.65111
4 1.86403
604000 4
1 2.25283
2 2.06854
3 1.76653
4 1.85009
605000 4
1 2.21984
2 1.99082
3 1.81966
4 1.87105
606000 4
1 2.16548
2 2.05984
3 1.84285
4 1.80248
607000 4
1 2.19672
2 2.07861
3 1.81166
4 1.8658
608000 4
1 2.15625
2 2.21163
3 1.83925
4 1.78369
609000 4
1 2.0285
2 2.18796
3 1.92506
4 1.71215
610000 4
1 2.16371
2 2.11943
3 1.90385
4 1.77515
611000 4
1 2.15658
2 2.05798
3 1.91624
4 1.77651
612000 4
1 2.20733
2 1.98968
3 1.98435
4 1.76543
