# Time-averaged data for fix kemolSink
# TimeStep Number-of-rows
# Row c_keSink2
2 1.99147
3 1.93259
4 1.81243
106000 4
1 2.27608
2 1.96978
3 1.85855
4 1.9333
107000 4
1 2.48878
2 1.89473
3 1.78196
4 2.06983
108000 4
1 2.67009
2 1.74196
3 1.85272
4 1.95767
109000 4
1 2.42687
2 1.85346
3 1.924
4 2.13127
110000 4
1 2.43252
2 1.84549
3 1.80839
4 2.11029
111000 4
1 2.23165
2 1.77947
3 1.97631
4 2.22149
112000 4
1 2.0641
2 1.89365
3 2.00189
4 2.15021
113000 4
1 2.06477
2 1.86081
3 2.21873
4 2.11363
114000 4
1 1.96754
2 1.99862
3 2.09467
4 2.13669
115000 4
1 1.96977
2 1.96517
3 1.98216
4 2.27748
116000 4
1 2.05299
2 1.97988
3 1.88622
4 2.22241
117000 4
1 2.22849
2 1.94016
3 1.66164
4 2.31511
118000 4
1 2.22752
2 1.865
3 1.92498
4 2.14692
119000 4
1 1.99049
2 2.01774
3 1.94117
4 2.21932
120000 4
1 2.02173
2 2.15625
3 1.7064
4 2.28304
121000 4
1 1.86225
2 2.10993
3 1.83404
4 2.30836
122000 4
1 1.89807
2 2.36413
3 1.58891
4 2.19809
123000 4
1 1.8677
2 2.00251
3 1.7207
4 2.38107
124000 4
1 2.12694
2 2.02787
3 1.59718
4 2.34373
125000 4
1 2.00464
2 2.19129
3 1.8599
4 2.1493
126000 4
1 2.14053
2 1.90434
3 1.93677
4 2.20025
127000 4
1 1.99078
2 1.98942
3 1.83094
4 2.09358
128000 4
1 2.09962
2 2.19195
3 1.68074
4 2.10571
129000 4
1 2.0965
2 1.9309
3 1.70125
4 2.25391
130000 4
1 1.97688
2 2.24256
3 1.75438
4 1.98521
131000 4
1 2.38858
2 1.98655
3 1.60113
4 2.01868
132000 4
1 2.10546
2 1.92653
3 1.74584
4 2.04298
133000 4
1 2.17173
2 2.12801
3 1.68902
4 1.99279
134000 4
1 2.22655
2 2.10069
3 1.65594
4 1.95501
135000 4
1 2.19457
2 2.10221
3 1.81072
4 1.8507
136000 4
1 2.34696
2 2.07537
3 1.88932
4 1.6821
137000 4
1 2.58628
2 1.8778
3 2.03138
4 1.526
138000 4
1 2.49315
2 1.71744
3 2.05808
4 1.48578
139000 4
1 2.43846
2 2.11373
3 1.94067
4 1.43482
140000 4
1 2.43657
2 1.99586
3 1.67028
4 1.85921
141000 4
1 2.36643
2 2.14716
3 1.76672
4 1.65928
142000 4
1 2.32132
2 2.01941
3 1.90434
4 1.85137
143000 4
1 2.37051
2 1.95499
3 1.98557
4 1.72019
144000 4
1 2.38779
2 2.06838
3 1.8609
4 1.76322
145000 4
1 2.26751
2 2.14185
3 1.86366
4 1.75869
146000 4
1 2.42638
2 2.01631
3 1.87993
4 1.76599
147000 4
1 2.57129
2 1.8984
3 1.84708
4 1.79782
148000 4
1 2.22129
2 2.12709
3 1.79626
4 1.75701
149000 4
1 2.17848
2 2.20697
3 1.7846
4 1.88276
150000 4
1 2.10766
2 2.05073
3 1.67485
4 2.08477
151000 4
1 2.10814
2 2.16974
3 1.60227
4 2.04324
152000 4
1 2.21688
2 2.02097
3 1.57361
4 2.04665
153000 4
1 2.15099
2 2.22604
3 1.70556
4 1.91142
154000 4
1 1.89574
2 2.31862
3 1.72927
4 1.96455
155000 4
1 1.82893
2 2.26881
3 1.8056
4 2.13598
156000 4
1 1.82044
2 2.03183
3 1.83984
4 2.28424
157000 4
1 2.03846
2 2.01538
3 1.93977
4 1.87121
158000 4
1 1.73734
2 2.24316
3 1.9129
4 1.95502
159000 4
1 1.88124
2 2.02515
3 2.1261
4 1.97275
160000 4
1 1.88107
2 1.99949
3 1.85893
4 2.212
161000 4
1 1.98898
2 2.02874
3 1.80329
4 2.23828
162000 4
1 2.02619
2 1.88524
3 1.68154
4 2.13424
163000 4
1 1.95053
2 2.27893
3 1.62039
4 1.97952
164000 4
1 1.95303
2 2.02125
3 1.65667
4 2.28288
165000 4
1 1.8187
2 2.31286
3 1.80425
4 1.92683
166000 4
1 1.80156
2 2.0879
3 1.78126
4 2.16178
167000 4
1 1.96278
2 2.14517
3 2.04806
4 1.78895
168000 4
1 1.7159
2 2.26267
3 1.70728
4 2.1327
169000 4
1 1.85395
2 2.10444
3 2.00865
4 1.86789
170000 4
1 1.79232
2 2.32846
3 1.56086
4 2.21067
171000 4
1 2.20206
2 2.04665
3 1.59838
4 2.03977
172000 4
1 1.93531
2 2.25881
3 1.83733
4 1.86118
173000 4
1 1.89576
2 2.21805
3 1.67489
4 2.04703
174000 4
1 2.0159
2 2.22486
3 1.67447
4 1.94787
175000 4
1 1.98928
2 2.24046
3 1.66302
4 1.91763
176000 4
1 1.94142
2 2.25002
3 1.68773
4 1.97493
177000 4
1 2.01935
2 2.34772
3 1.61308
4 2.02135
178000 4
1 1.94188
2 2.38694
3 1.73584
4 1.88746
179000 4
1 2.22271
2 2.28914
3 1.63693
4 1.89328
180000 4
1 1.94552
2 2.48658
3 1.81447
4 1.86246
181000 4
1 1.92904
2 2.46979
3 1.73551
4 1.90627
182000 4
1 2.06573
2 2.37632
3 1.65182
4 1.91138
183000 4
1 2.02002
2 2.28193
3 1.65504
4 1.91915
184000 4
1 1.92594
2 2.53766
3 1.57404
4 1.97783
185000 4
1 2.01706
2 2.59159
3 1.55488
4 1.91515
186000 4
1 1.99349
2 2.48277
3 1.68227
4 1.88698
187000 4
1 1.9581
2 2.66779
3 1.64196
4 1.85562
188000 4
1 1.96482
2 2.41478
3 1.76173
4 1.94346
189000 4
1 2.00921
2 2.42534
3 1.70662
4 1.84358
190000 4
1 1.95764
2 2.41754
3 1.6403
4 1.93918
191000 4
1 2.0127
2 2.40649
3 1.64049
4 1.96034
192000 4
1 2.05385
2 2.47086
3 1.6602
4 1.81231
193000 4
1 2.04398
2 2.24164
3 1.64238
4 2.00102
194000 4
1 1.96363
2 2.32454
3 1.89098
4 1.83408
195000 4
1 2.12275
2 2.10241
3 1.75987
4 1.92048
196000 4
1 2.06069
2 2.1686
3 1.8594
4 1.76878
197000 4
1 1.91842
2 2.2512
3 1.81169
4 1.96011
198000 4
1 1.95127
2 2.31505
3 1.76446
4 1.80162
199000 4
1 1.72328
2 2.09964
3 2.03372
4 2.00993
200000 4
1 1.8924
2 2.05915
3 2.15719
4 1.77665
201000 4
1 1.78496
2 2.13947
3 2.41618
4 1.72424
202000 4
1 2.00561
2 2.10541
3 2.17099
4 1.73705
203000 4
1 1.82005
2 2.19059
3 2.05024
4 1.90637
204000 4
1 1.86484
2 2.15743
3 2.07076
4 1.78966
205000 4
1 2.02293
2 2.16127
3 1.95914
4 1.83795
206000 4
1 1.91881
2 2.1955
3 2.00379
4 1.75305
207000 4
1 2.03098
2 2.10383
3 1.78175
4 1.88941
208000 4
1 1.89747
2 2.0966
3 2.00693
4 1.93953
209000 4
1 1.91937
2 2.20869
3 2.0474
4 1.81421
210000 4
1 1.96175
2 2.05922
3 2.1373
4 1.8622
211000 4
1 1.95107
2 2.24396
3 2.10858
4 1.69011
212000 4
1 1.9597
2 2.14824
3 2.12353
4 1.84481
213000 4
1 1.86952
2 2.23217
3 2.13127
4 1.81764
214000 4
1 1.96468
2 2.29384
3 2.08889
4 1.78895
215000 4
1 1.90095
2 2.09483
3 2.08318
4 1.89548
216000 4
1 2.15492
2 1.99863
3 1.8281
4 2.01586
217000 4
1 2.12349
2 1.86917
3 2.03826
4 2.0086
218000 4
1 2.17115
2 2.05852
3 1.90896
4 1.85621
219000 4
1 2.45001
2 1.83756
3 2.09574
4 1.69004
220000 4
1 2.10803
2 2.23454
3 2.06112
4 1.68952
221000 4
1 2.16586
2 1.92692
3 2.12638
4 1.81252
222000 4
1 2.06515
2 2.12866
3 1.98198
4 1.77284
223000 4
1 1.99055
2 1.9024
3 2.27552
4 1.84657
224000 4
1 2.04499
2 2.1037
3 2.19487
4 1.78385
225000 4
1 2.09238
2 2.07162
3 2.22814
4 1.73883
226000 4
1 2.19236
2 1.9111
3 2.20518
4 1.80582
227000 4
1 2.19037
2 1.93875
3 2.07443
4 1.80406
228000 4
1 2.11755
2 1.90472
3 2.23278
4 1.72815
229000 4
1 2.22029
2 2.00579
3 2.01337
4 1.76865
230000 4
1 2.08537
2 1.95634
3 2.16869
4 1.77657
231000 4
1 2.33156
2 1.99279
3 1.95331
4 1.65903
232000 4
1 2.20295
2 2.04066
3 1.96168
4 1.86015
233000 4
1 2.31356
2 2.02111
3 1.89142
4 1.76692
234000 4
1 2.34517
2 1.87426
3 2.00092
4 1.85546
235000 4
1 2.27715
2 1.9675
3 2.02593
4 1.80129
236000 4
1 2.11098
2 2.07489
3 2.09717
4 1.75872
237000 4
1 2.18109
2 2.15913
3 2.05923
4 1.68258
238000 4
1 2.13216
2 2.10361
3 2.1138
4 1.71137
239000 4
1 2.16318
2 2.02444
3 2.1319
4 1.7762
240000 4
1 2.21652
2 1.99484
3 2.09552
4 1.80865
241000 4
1 2.27375
2 1.89804
3 2.01905
4 1.87501
242000 4
1 2.30347
2 1.92401
3 1.93652
4 1.93584
243000 4
1 2.22565
2 1.87736
3 1.86144
4 2.01237
244000 4
1 2.3109
2 1.87428
3 1.93151
4 1.97474
245000 4
1 2.29056
2 1.87341
3 1.90273
4 1.93068
246000 4
1 2.3513
2 1.87473
3 1.79476
4 1.77806
247000 4
1 2.29466
2 1.89163
3 1.86771
4 1.93795
248000 4
1 2.35261
2 1.91989
3 1.92861
4 1.7504
249000 4
1 2.4173
2 2.00795
3 1.88464
4 1.69979
250000 4
1 2.54106
2 2.03974
3 1.84639
4 1.57883
251000 4
1 2.609
2 1.84939
3 2.00333
4 1.54089
252000 4
1 2.75845
2 1.76006
3 1.84698
4 1.71911
253000 4
1 2.38635
2 1.99429
3 1.98449
4 1.51861
254000 4
1 2.3774
2 1.83822
3 2.04561
4 1.70548
255000 4
1 2.30148
2 1.83417
3 1.98011
4 1.68271
256000 4
1 2.29746
2 1.81383
3 2.27892
4 1.56216
257000 4
1 2.25316
2 1.78672
3 1.99678
4 1.80947
258000 4
1 2.18889
2 1.76137
3 2.24808
4 1.64442
259000 4
1 2.11344
2 1.66043
3 2.02172
4 1.88187
260000 4
1 1.9531
2 1.83643
3 2.05561
4 1.89673
261000 4
1 1.86438
2 1.94664
3 2.00742
4 2.00597
262000 4
1 1.95525
2 1.93272
3 1.96459
4 2.00115
263000 4
1 1.9184
2 1.98745
3 2.00309
4 2.0552
264000 4
1 1.91049
2 2.05214
3 1.86417
4 1.95819
265000 4
1 2.02347
2 2.23205
3 1.87612
4 1.84189
266000 4
1 1.86224
2 2.02831
3 2.04661
4 1.88421
267000 4
1 1.74046
2 2.10999
3 2.14708
4 1.81248
268000 4
1 1.80163
2 1.88619
3 2.12789
4 1.98445
269000 4
1 1.89174
2 2.06486
3 2.02517
4 1.91741
270000 4
1 1.87738
2 2.13196
3 1.79379
4 1.88022
271000 4
1 2.08993
2 1.9011
3 1.7915
4 2.0136
272000 4
1 2.01959
2 2.15199
3 1.79175
4 1.83861
273000 4
1 2.16529
2 1.94848
3 1.74234
4 1.98738
274000 4
1 2.01666
2 2.03345
3 2.04547
4 1.79583
275000 4
1 2.03539
2 1.99047
3 1.82519
4 2.04007
276000 4
1 2.0275
2 2.12548
3 1.94139
4 1.71682
277000 4
1 2.08179
2 1.9226
3 2.03237
4 1.92451
278000 4
1 2.25669
2 1.95949
3 1.98952
4 1.69529
279000 4
1 2.25327
2 2.02342
3 1.99421
4 1.69144
280000 4
1 2.1697
2 1.98484
3 1.86656
4 1.8484
281000 4
1 2.12297
2 1.96728
3 1.9544
4 1.7866
282000 4
1 1.95927
2 1.96576
3 2.00423
4 1.88416
283000 4
1 1.93812
2 2.16868
3 1.82216
4 2.00374
284000 4
1 1.80605
2 2.14824
3 1.92786
4 1.94663
285000 4
1 1.78463
2 2.02754
3 2.14081
4 1.93721
286000 4
1 1.89838
2 1.84927
3 2.02268
4 2.0582
287000 4
1 1.7289
2 2.04862
3 2.03407
4 2.07037
288000 4
1 1.90035
2 1.96494
3 1.91385
4 2.12746
289000 4
1 1.84035
2 2.10208
3 1.83034
4 2.05136
290000 4
1 1.89938
2 1.92184
3 1.87685
4 2.12798
291000 4
1 1.63894
2 2.21412
3 2.12709
4 1.84228
292000 4
1 1.82858
2 2.01911
3 2.09725
4 1.80763
293000 4
1 1.91046
2 2.07727
3 1.95967
4 1.89345
294000 4
1 1.80741
2 2.05327
3 2.06912
4 1.81593
295000 4
1 1.9566
2 1.98326
3 1.90225
4 1.83943
296000 4
1 1.85814
2 1.98964
3 2.10408
4 1.73113
297000 4
1 1.79827
2 2.06012
3 2.13963
4 1.67781
298000 4
1 1.87465
2 2.09015
3 2.08085
4 1.80418
299000 4
1 1.94183
2 2.00612
3 2.02996
4 1.66242
300000 4
1 1.97733
2 1.96458
3 2.05123
4 1.82807
301000 4
1 2.13268
2 1.97743
3 1.98354
4 1.70654
302000 4
1 2.20021
2 2.0582
3 1.95267
4 1.69482
303000 4
1 2.19258
2 2.04025
3 1.84999
4 1.81664
304000 4
1 2.34266
2 2.10728
3 1.82454
4 1.67109
305000 4
1 2.3393
2 2.09328
3 1.94047
4 1.64403
306000 4
1 2.4277
2 1.94817
3 1.85643
4 1.7049
307000 4
1 2.53267
2 1.94882
3 1.80992
4 1.67145
308000 4
1 2.45304
2 2.0717
3 1.85374
4 1.6413
309000 4
1 2.45835
2 2.08548
3 1.85881
4 1.66207
310000 4
1 2.30742
2 2.12271
3 1.80719
4 1.68599
311000 4
1 2.29722
2 2.07858
3 1.75399
4 1.7581
312000 4
1 2.20592
2 2.11985
3 1.70036
4 1.86644
313000 4
1 2.44747
2 2.0981
3 1.7607
4 1.82162
314000 4
1 2.5275
2 2.04185
3 1.72904
4 1.7356
315000 4
1 2.43163
2 2.14169
3 1.73405
4 1.69093
316000 4
1 2.54545
2 2.04653
3 1.69725
4 1.70885
317000 4
1 2.47882
2 2.08251
3 1.77718
4 1.71339
318000 4
1 2.47523
2 1.97126
3 1.79052
4 1.68337
319000 4
1 2.40544
2 2.04361
3 1.86811
4 1.60373
320000 4
1 2.31915
2 2.17693
3 1.94541
4 1.57321
321000 4
1 2.25844
2 2.24945
3 1.90287
4 1.62192
322000 4
1 2.13828
2 2.18801
3 1.94127
4 1.62804
323000 4
1 2.25006
2 2.27902
3 1.896
4 1.59155
324000 4
1 2.13458
2 2.08823
3 2.02939
4 1.64386
325000 4
1 2.09414
2 2.30732
3 1.87245
4 1.72901
326000 4
1 2.1392
2 2.22701
3 2.04289
4 1.61288
327000 4
1 2.15999
2 2.21685
3 1.97466
4 1.71023
328000 4
1 2.06606
2 2.19533
3 2.05153
4 1.65227
329000 4
1 2.02602
2 2.22833
3 1.94004
4 1.77157
330000 4
1 2.06838
2 2.19275
3 1.94174
4 1.82408
331000 4
1 1.96683
2 2.19258
3 1.85346
4 1.86073
332000 4
1 1.92215
2 2.17649
3 2.02001
4 1.83548
333000 4
1 1.9299
2 2.18181
3 1.96383
4 1.78975
334000 4
1 1.86325
2 2.06414
3 1.91158
4 2.08544
335000 4
1 1.89889
2 2.12487
3 1.90023
4 1.93768
336000 4
1 1.94026
2 2.05154
3 1.96871
4 1.97148
337000 4
1 1.8628
2 2.1444
3 1.98536
4 1.96189
338000 4
1 1.94068
2 2.04886
3 1.86388
4 2.02835
339000 4
1 2.04411
2 2.08519
3 1.89597
4 1.90801
340000 4
1 2.04041
2 2.10716
3 1.81717
4 1.94604
341000 4
1 1.98404
2 2.15186
3 1.80482
4 1.97496
342000 4
1 2.00153
2 2.05024
3 1.86312
4 1.94819
343000 4
1 2.14468
2 1.95376
3 1.85389
4 1.95351
344000 4
1 2.20514
2 1.97202
3 1.80683
4 1.98632
345000 4
1 2.18299
2 1.95166
3 1.83175
4 1.96432
346000 4
1 2.49142
2 1.82316
3 1.74783
4 1.92349
347000 4
1 2.34946
2 1.91977
3 1.80915
4 1.93338
348000 4
1 2.30233
2 2.07347
3 1.91281
4 1.78002
349000 4
1 2.2088
2 1.96851
3 1.93351
4 1.91806
350000 4
1 2.19523
2 2.05896
3 1.89178
4 1.86526
351000 4
1 2.22739
2 1.91695
3 1.84519
4 1.95633
352000 4
1 2.22751
2 1.9477
3 1.91491
4 1.96007
353000 4
1 2.21519
2 2.07614
3 1.80152
4 1.95097
354000 4
1 2.21804
2 1.91404
3 1.79223
4 1.95601
355000 4
1 2.20079
2 2.05458
3 1.68448
4 2.02502
356000 4
1 2.19546
2 2.15306
3 1.64069
4 1.95684
357000 4
1 2.19795
2 2.1078
3 1.79685
4 1.77541
358000 4
1 2.18696
2 2.10509
3 1.78121
4 1.84832
359000 4
1 2.23435
2 1.9909
3 1.85246
4 1.82855
360000 4
1 2.05881
2 1.87785
3 1.95825
4 1.9551
361000 4
1 2.06336
2 1.83157
3 2.11196
4 1.87137
362000 4
1 2.14013
2 1.71493
3 2.1105
4 1.92164
363000 4
1 2.09131
2 1.74858
3 2.09957
4 1.90782
364000 4
1 2.10797
2 1.84665
3 2.10958
4 1.82212
365000 4
1 2.07292
2 1.77478
3 2.22057
4 1.87444
366000 4
1 2.00008
2 1.82088
3 2.18442
4 1.91212
367000 4
1 2.19702
2 1.70386
3 2.22458
4 1.8478
368000 4
1 2.05209
2 1.75874
3 2.26803
4 1.80011
369000 4
1 2.0853
2 1.65736
3 2.50961
4 1.70529
370000 4
1 2.0237
2 1.74839
3 2.41995
4 1.73985
371000 4
1 2.03617
2 1.75836
3 2.29297
4 1.81805
372000 4
1 2.13204
2 1.69542
3 2.09978
4 2.00602
373000 4
1 2.0663
2 1.72714
3 2.1535
4 1.96953
374000 4
1 2.0147
2 1.69961
3 2.1843
4 2.06134
375000 4
1 2.03999
2 1.79406
3 2.21815
4 1.89737
376000 4
1 2.04736
2 1.6924
3 2.30652
4 1.94913
377000 4
1 2.06023
2 1.68006
3 2.35265
4 1.9189
378000 4
1 2.08016
2 1.57588
3 2.28138
4 1.92843
379000 4
1 2.09966
2 1.63594
3 2.40418
4 1.92522
380000 4
1 1.96493
2 1.73426
3 2.38604
4 1.88631
381000 4
1 2.10385
2 1.78364
3 2.40515
4 1.74223
382000 4
1 2.023
2 1.74853
3 2.53021
4 1.76424
383000 4
1 2.07248
2 1.76061
3 2.43622
4 1.70678
384000 4
1 2.04775
2 1.63995
3 2.36948
4 1.85881
385000 4
1 2.2322
2 1.61357
3 2.44149
4 1.78694
386000 4
1 2.155
2 1.65681
3 2.29956
4 1.89044
387000 4
1 2.26479
2 1.55444
3 2.19716
4 2.00143
388000 4
1 2.17604
2 1.59071
3 2.17668
4 2.08592
389000 4
1 2.08577
2 1.7313
3 2.07799
4 2.10378
390000 4
1 2.1607
2 1.7037
3 2.04196
4 2.00917
391000 4
1 2.18348
2 1.78988
3 2.07739
4 1.96401
392000 4
1 2.29144
2 1.78206
3 1.93133
4 1.95902
393000 4
1 2.24391
2 1.61036
3 2.01277
4 2.11996
394000 4
1 2.1948
2 1.5859
3 2.10732
4 2.06567
395000 4
1 2.26854
2 1.53155
3 2.18384
4 2.01944
396000 4
1 2.36412
2 1.75627
3 2.01485
4 1.83363
397000 4
1 2.35293
2 1.75737
3 2.08117
4 1.80443
398000 4
1 2.47676
2 1.68153
3 2.13874
4 1.61647
399000 4
1 2.47869
2 1.64504
3 2.06736
4 1.81148
400000 4
1 2.44713
2 1.58925
3 2.07627
4 1.94311
401000 4
1 2.3241
2 1.61782
3 2.08366
4 1.96119
402000 4
1 2.39863
2 1.66938
3 1.94836
4 1.97161
403000 4
1 2.23672
2 1.79818
3 1.90015
4 2.04504
404000 4
1 2.30305
2 1.65017
3 1.89891
4 2.09822
405000 4
1 2.11003
2 1.82841
3 1.90027
4 2.08962
406000 4
1 2.11846
2 1.77395
3 1.88199
4 2.16703
407000 4
1 2.03635
2 1.94456
3 1.87652
4 2.08781
408000 4
1 1.8095
2 2.04274
3 2.09056
4 1.96413
409000 4
1 1.91856
2 2.04903
3 2.01637
4 1.9554
410000 4
1 2.14817
2 2.05818
3 1.92543
4 1.93185
411000 4
1 2.10924
2 2.23034
3 1.80257
4 1.93998
412000 4
1 2.13635
2 2.26856
3 1.78519
4 1.80214
413000 4
1 2.14086
2 2.25956
3 1.79146
4 1.75993
414000 4
1 2.0841
2 2.18109
3 1.84684
4 1.77637
415000 4
1 2.25286
2 2.08076
3 1.86008
4 1.77923
416000 4
1 2.1544
2 2.18446
3 1.83613
4 1.72992
417000 4
1 2.08628
2 2.0858
3 1.96191
4 1.76279
418000 4
1 2.14871
2 2.19072
3 1.92031
4 1.63628
419000 4
1 2.12374
2 2.09276
3 1.87836
4 1.76037
420000 4
1 2.12008
2 1.94746
3 1.86498
4 1.84722
421000 4
1 2.04251
2 1.81488
3 2.08724
4 1.91558
422000 4
1 2.2429
2 1.79115
3 2.0131
4 1.70905
